show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
250,TV Show,Last Kingdom 490,Dir. 318,"Actor 295, Actor 833",France,,2015.0,,,Drama,A gripping drama story full of twists.
251,tv show,Last Kingdom 716,Director 191,,Canada,2020-06-26,2008.0,PG-13,,Action,
252,TV Show,Love Story 899,,,,2017-03-07,2012.0,,9 Season,Sci-Fi,Unexpected events change everything.
253,MOVIE,Hidden Truth 5,,,France,15-11-2015,,PG-13,,Action,An emotional journey about life and relationships.
254,movie,Ocean Secrets 917,,,Germany,28-11-2022,,R,,Drama,A gripping drama story full of twists.
255,TV Show,Hidden Truth 1442,,Actor 64,United States,02/12/2020,2015.0,,170 min,Action,A gripping action story full of twists.
256,Movie,Ocean Secrets 173,,,Australia,2022-02-24,2014.0,PG-13,213 min,Drama,A gripping drama story full of twists.
257,MOVIE,Silent Voices 1258,Dir. 113,,UK,,,NR,7 Seasons,Drama,Unexpected events change everything.
258,Movie,Hidden Truth 530,Director 434,Actor 1633,France,,,TV-MA,41 min,Documentary,An emotional journey about life and relationships.
259,Movie,Urban Legends 746,Director 410,,UK,03/31/2022,2002.0,PG-13,60 min,Action,An emotional journey about life and relationships.
260,Movie,Mystery House 652,,"Actor 405, Actor 772",France,2019-02-23,1986.0,TV-MA,,Action,
261,Movie,Mystery House 1392,,"Actor 430, Actor 1449",UK,"March 30, 2016",,PG-13,10 Seasons,Romance,
262,TV Show,Midnight Tales 698,,"Actor 480, Actor 1113",United States,29-06-2019,2015.0,PG,201 min,Action,An emotional journey about life and relationships.
263,MOVIE,Hidden Truth 1326,,Actor 1211,Canada,06/16/2021,,TV-MA,2 Season,Drama,A gripping drama story full of twists.
264,MOVIE,Urban Legends 606,,"Actor 192, Actor 1432",,,2010.0,NR,9 Season,Horror,Unexpected events change everything.
265,movie,Dark Crime 1018,Director 460,,United States,,1999.0,,4 Seasons,Thriller,Unexpected events change everything.
266,movie,Love Story 665,,,,,1996.0,TV-MA,175 min,Romance,A gripping romance story full of twists.
267,movie,Broken Dreams 1657,,,India,26-06-2024,,TV-14,1 Seasons,Sci-Fi,Unexpected events change everything.
268,Movie,Urban Legends 1328,Dir. 276,Actor 1430,France,,1997.0,TV-14,57 min,Horror,A gripping horror story full of twists.
269,TV Show,Urban Legends 797,,,India,"May 03, 2023",,TV-MA,2 Seasons,Sci-Fi,A gripping sci-fi story full of twists.
270,tv show,Midnight Tales 1023,,,France,17-11-2017,,R,121 min,Action,
192,MOVIE,Hidden Truth 1557,,,,,2009.0,TV-14,94 min,Sci-Fi,
272,MOVIE,Silent Voices 497,,,United States,16-10-2020,,,79 min,Comedy,
273,MOVIE,Hidden Truth 121,Director 437,,France,2015-12-28,1983.0,,5 Season,Romance,Unexpected events change everything.
274,Movie,Hidden Truth 1980,Director 135,,United States,,2017.0,TV-MA,,Sci-Fi,Unexpected events change everything.
144,tv show,Hidden Truth 1512,Director 39,Actor 1518,Australia,26-06-2016,1982.0,R,,Thriller,An emotional journey about life and relationships.
276,Movie,Silent Voices 332,,Actor 1629,,"September 10, 2022",,R,,Sci-Fi,Unexpected events change everything.
277,MOVIE,Lost City 1946,Director 181,Actor 559,,"August 23, 2016",2020.0,PG-13,71 min,Documentary,A gripping documentary story full of twists.
278,MOVIE,Silent Voices 1122,,,UK,2018-11-16,,NR,,Drama,
279,movie,Broken Dreams 386,Dir. 425,,UK,,,PG,151 min,Romance,An emotional journey about life and relationships.
280,MOVIE,Hidden Truth 95,Director 307,,,,,PG,3 Seasons,Romance,Unexpected events change everything.
281,Movie,Mystery House 1729,Director 76,"Actor 261, Actor 1339",Germany,01/05/2020,,,103 min,Horror,An emotional journey about life and relationships.
282,movie,Love Story 1378,Dir. 187,"Actor 77, Actor 695",Canada,,,R,4 Seasons,Horror,An emotional journey about life and relationships.
283,tv show,Ocean Secrets 373,,Actor 1659,United States,21-05-2015,1990.0,PG-13,123 min,Horror,A gripping horror story full of twists.
284,TV Show,Hidden Truth 801,Dir. 174,,United States,04/19/2021,,TV-14,158 min,Romance,Unexpected events change everything.
285,MOVIE,Midnight Tales 1816,,"Actor 184, Actor 1220",,,,R,219 min,Documentary,
286,tv show,Secret Files 1008,,,Canada,,2016.0,TV-14,,Documentary,An emotional journey about life and relationships.
287,movie,Mystery House 299,Dir. 341,"Actor 155, Actor 1027",,"December 22, 2023",,TV-14,5 Seasons,Sci-Fi,An emotional journey about life and relationships.
288,MOVIE,Broken Dreams 886,,Actor 1427,,,1984.0,,,Sci-Fi,
289,MOVIE,Silent Voices 1786,,,UK,"August 02, 2018",,TV-MA,,Action,
290,tv show,Silent Voices 1867,,Actor 755,,,1992.0,,,Romance,
291,MOVIE,Dark Crime 363,,"Actor 179, Actor 507",Australia,2023-07-12,,PG-13,59 min,Horror,A gripping horror story full of twists.
292,movie,Hidden Truth 852,,,Canada,,,TV-14,,Horror,
293,Movie,Midnight Tales 941,Director 434,,United States,"June 04, 2020",1992.0,PG-13,46 min,Action,An emotional journey about life and relationships.
294,Movie,Urban Legends 1502,Director 248,Actor 367,,,2021.0,PG-13,,Drama,
295,tv show,Midnight Tales 1946,,"Actor 32, Actor 519",India,15-06-2016,2002.0,R,,Sci-Fi,
296,MOVIE,Broken Dreams 840,Dir. 290,"Actor 156, Actor 1405",UK,07/12/2025,1995.0,PG,,Drama,
297,Movie,Secret Files 367,,,Australia,24-09-2021,,PG,5 Season,Thriller,Unexpected events change everything.
298,tv show,Urban Legends 1203,Dir. 280,"Actor 497, Actor 882",UK,,,TV-14,10 Season,Thriller,Unexpected events change everything.
299,Movie,Love Story 1746,,"Actor 303, Actor 1464",UK,19-02-2026,,,79 min,Thriller,An emotional journey about life and relationships.
300,MOVIE,Ocean Secrets 327,Director 438,,India,13-08-2015,,NR,1 Season,Action,A gripping action story full of twists.
301,Movie,Midnight Tales 622,,"Actor 160, Actor 580",Canada,"December 14, 2023",,,4 Season,Romance,A gripping romance story full of twists.
302,Movie,Midnight Tales 891,,"Actor 332, Actor 733",Canada,"February 02, 2017",1986.0,TV-MA,7 Seasons,Sci-Fi,
303,TV Show,Secret Files 1010,Dir. 267,Actor 493,India,04/25/2019,1991.0,TV-MA,4 Season,Action,A gripping action story full of twists.
304,tv show,Dark Crime 1566,,,,"May 13, 2021",,TV-14,,Documentary,A gripping documentary story full of twists.
305,MOVIE,Urban Legends 473,Dir. 489,,India,"February 17, 2025",2016.0,PG-13,8 Seasons,Thriller,An emotional journey about life and relationships.
306,tv show,Lost City 809,,,UK,,,NR,7 Seasons,Comedy,
307,Movie,Last Kingdom 1138,Director 306,,,"August 10, 2018",,PG,153 min,Comedy,
308,movie,Ocean Secrets 151,Director 424,"Actor 448, Actor 725",Canada,2022-09-26,2013.0,PG,7 Season,Horror,An emotional journey about life and relationships.
309,Movie,Hidden Truth 762,,"Actor 149, Actor 1248",,2020-04-26,,R,195 min,Drama,Unexpected events change everything.
310,tv show,Last Kingdom 343,,"Actor 373, Actor 1293",,,,NR,212 min,Sci-Fi,An emotional journey about life and relationships.
311,tv show,Lost City 1859,,,United States,12/26/2025,,NR,62 min,Sci-Fi,
312,movie,Last Kingdom 1413,Dir. 268,"Actor 484, Actor 763",Germany,16-04-2020,2022.0,PG,,Sci-Fi,An emotional journey about life and relationships.
313,TV Show,Ocean Secrets 1344,Director 191,,Australia,04/08/2020,1983.0,NR,,Thriller,A gripping thriller story full of twists.
314,TV Show,Urban Legends 401,,Actor 718,Germany,2016-03-03,1997.0,TV-14,6 Seasons,Horror,An emotional journey about life and relationships.
315,movie,Ocean Secrets 1458,,"Actor 135, Actor 577",India,17-11-2017,,R,,Romance,A gripping romance story full of twists.
316,MOVIE,Dark Crime 1825,Director 46,,Canada,"December 28, 2019",,NR,,Drama,
317,MOVIE,Urban Legends 176,,,UK,2020-04-07,,,,Documentary,An emotional journey about life and relationships.
318,Movie,Last Kingdom 551,Director 224,,Germany,,,PG,12 Seasons,Thriller,Unexpected events change everything.
319,tv show,Love Story 922,Dir. 263,,France,,1981.0,PG-13,10 Season,Sci-Fi,A gripping sci-fi story full of twists.
320,tv show,Broken Dreams 1420,Dir. 18,Actor 871,United States,2023-08-01,1981.0,R,11 Season,Action,Unexpected events change everything.
321,TV Show,Midnight Tales 1412,,,,2018-04-09,1980.0,NR,,Documentary,An emotional journey about life and relationships.
322,Movie,Ocean Secrets 1225,,,,"October 31, 2016",2011.0,TV-14,7 Seasons,Action,
323,tv show,Last Kingdom 821,Director 455,,,2021-12-16,,NR,178 min,Comedy,Unexpected events change everything.
324,MOVIE,Ocean Secrets 916,,,,02/05/2021,,R,,Action,An emotional journey about life and relationships.
325,tv show,Dark Crime 108,,Actor 565,France,2021-01-25,,TV-MA,,Comedy,Unexpected events change everything.
326,tv show,Hidden Truth 1263,,"Actor 95, Actor 1361",United States,04/07/2019,2025.0,,,Horror,Unexpected events change everything.
327,TV Show,Love Story 632,Dir. 412,Actor 502,Australia,16-10-2019,2015.0,,4 Seasons,Action,
328,movie,Hidden Truth 1038,Dir. 363,,Germany,"July 18, 2015",2001.0,,139 min,Action,A gripping action story full of twists.
329,movie,Ocean Secrets 1589,Dir. 487,,Germany,2019-12-10,2012.0,PG,197 min,Sci-Fi,An emotional journey about life and relationships.
330,TV Show,Silent Voices 951,,,UK,02/20/2026,,TV-MA,5 Season,Documentary,
331,MOVIE,Ocean Secrets 832,Dir. 369,"Actor 317, Actor 848",,01/09/2024,,R,63 min,Drama,
332,movie,Broken Dreams 1469,Director 215,,,"January 10, 2024",,PG,153 min,Sci-Fi,
333,movie,Broken Dreams 630,,"Actor 375, Actor 960",Australia,08/30/2019,,NR,80 min,Sci-Fi,
334,movie,Love Story 1519,,,Canada,,,PG-13,79 min,Sci-Fi,
335,TV Show,Hidden Truth 485,Dir. 228,,Germany,,1985.0,PG,10 Seasons,Action,A gripping action story full of twists.
336,tv show,Ocean Secrets 225,,Actor 628,UK,"August 21, 2017",,TV-14,2 Seasons,Comedy,
337,TV Show,Lost City 644,Dir. 201,Actor 1609,Australia,09/14/2019,,,10 Season,Thriller,An emotional journey about life and relationships.
338,MOVIE,Ocean Secrets 804,,,United States,"February 02, 2017",1987.0,TV-MA,8 Seasons,Horror,
339,TV Show,Silent Voices 1823,Dir. 415,Actor 507,,05/24/2019,,TV-14,59 min,Action,
340,Movie,Dark Crime 219,Director 354,"Actor 226, Actor 889",Canada,,2012.0,NR,12 Season,Comedy,Unexpected events change everything.
341,TV Show,Silent Voices 752,Dir. 392,Actor 1410,United States,09/21/2015,2012.0,,,Horror,An emotional journey about life and relationships.
342,tv show,Last Kingdom 764,Director 497,"Actor 335, Actor 517",Germany,"March 11, 2019",2020.0,TV-14,39 min,Documentary,A gripping documentary story full of twists.
343,TV Show,Urban Legends 742,Director 132,,France,,2006.0,NR,172 min,Comedy,
344,Movie,Ocean Secrets 54,,,France,20-02-2016,,R,6 Season,Horror,
345,MOVIE,Mystery House 976,Director 442,,,18-10-2022,2019.0,PG,6 Season,Thriller,
346,movie,Love Story 1595,Director 75,Actor 1894,France,,2008.0,TV-14,77 min,Comedy,Unexpected events change everything.
347,Movie,Hidden Truth 416,,,,"November 19, 2015",,,,Action,Unexpected events change everything.
348,Movie,Midnight Tales 989,Director 24,Actor 1308,,2025-05-07,2018.0,TV-MA,185 min,Documentary,
349,tv show,Ocean Secrets 1292,,Actor 968,,,,R,9 Seasons,Romance,An emotional journey about life and relationships.
350,TV Show,Urban Legends 1347,,,Germany,18-04-2019,,PG-13,10 Season,Horror,
351,tv show,Midnight Tales 193,,,United States,,2000.0,,161 min,Romance,
352,tv show,Mystery House 1010,,,,,2017.0,PG-13,6 Seasons,Comedy,
353,tv show,Love Story 1024,Dir. 177,,India,,1987.0,PG,72 min,Romance,An emotional journey about life and relationships.
354,movie,Broken Dreams 919,Director 326,Actor 266,,,2004.0,PG-13,,Thriller,A gripping thriller story full of twists.
355,TV Show,Mystery House 1982,Dir. 484,,United States,"March 15, 2018",,TV-14,81 min,Thriller,A gripping thriller story full of twists.
356,MOVIE,Mystery House 873,Director 359,"Actor 232, Actor 1341",,,,NR,,Thriller,Unexpected events change everything.
357,TV Show,Silent Voices 1891,Director 281,Actor 1014,India,22-05-2018,,,12 Season,Comedy,
358,movie,Mystery House 837,,Actor 1881,,12-08-2024,2000.0,,4 Seasons,Romance,Unexpected events change everything.
94,TV Show,Lost City 1023,Director 99,,Canada,,2013.0,PG-13,7 Season,Thriller,
360,TV Show,Lost City 1660,Director 353,Actor 1790,Germany,,2002.0,R,,Drama,
361,MOVIE,Hidden Truth 864,,,UK,2021-10-22,1999.0,PG,6 Seasons,Thriller,
362,tv show,Hidden Truth 486,,,,05-06-2016,2001.0,TV-14,,Horror,An emotional journey about life and relationships.
363,MOVIE,Broken Dreams 189,,Actor 1532,,2024-08-05,,,66 min,Documentary,An emotional journey about life and relationships.
364,TV Show,Secret Files 1210,Dir. 96,,United States,"April 24, 2022",,NR,,Comedy,A gripping comedy story full of twists.
365,TV Show,Silent Voices 128,,,UK,"January 02, 2023",,TV-MA,77 min,Thriller,An emotional journey about life and relationships.
366,TV Show,Ocean Secrets 496,,,Australia,10-01-2024,,PG,,Action,Unexpected events change everything.
367,TV Show,Urban Legends 1954,Director 386,Actor 949,Australia,07/06/2023,2021.0,,,Romance,Unexpected events change everything.
368,MOVIE,Hidden Truth 1317,,Actor 1400,India,08/23/2021,2015.0,TV-MA,,Comedy,
369,Movie,Silent Voices 654,Dir. 58,"Actor 243, Actor 667",United States,02/14/2021,,PG,,Sci-Fi,
370,TV Show,Lost City 1437,,Actor 489,France,27-01-2021,2003.0,R,,Horror,
371,TV Show,Secret Files 681,Dir. 94,,UK,03/01/2020,2007.0,TV-14,2 Seasons,Action,
372,movie,Mystery House 404,Director 245,,Canada,07/05/2015,,TV-MA,7 Seasons,Sci-Fi,Unexpected events change everything.
373,movie,Urban Legends 1039,Dir. 164,Actor 1244,Australia,"May 01, 2022",2012.0,,,Sci-Fi,
374,MOVIE,Urban Legends 826,,,France,,2019.0,NR,4 Season,Thriller,A gripping thriller story full of twists.
375,MOVIE,Midnight Tales 920,Director 332,,Canada,"May 19, 2024",2009.0,NR,,Action,An emotional journey about life and relationships.
376,Movie,Mystery House 415,Director 294,Actor 1418,Canada,12-08-2025,2011.0,TV-14,213 min,Sci-Fi,
377,MOVIE,Midnight Tales 366,,,UK,2021-11-22,1982.0,PG,,Action,
378,movie,Dark Crime 719,Director 248,Actor 520,Canada,,1989.0,PG-13,,Comedy,A gripping comedy story full of twists.
379,TV Show,Urban Legends 1753,,,,02-06-2017,,,3 Season,Drama,Unexpected events change everything.
380,TV Show,Lost City 1461,,,Germany,03/17/2023,2020.0,PG-13,47 min,Documentary,
381,tv show,Love Story 1650,Dir. 68,,Canada,,2002.0,R,1 Seasons,Documentary,
382,tv show,Lost City 111,,,,2024-02-16,2003.0,TV-MA,,Thriller,
383,MOVIE,Dark Crime 1642,,"Actor 177, Actor 1027",UK,2021-08-09,,TV-14,5 Seasons,Drama,An emotional journey about life and relationships.
384,tv show,Broken Dreams 189,Dir. 417,"Actor 281, Actor 531",Australia,01/22/2022,,TV-MA,67 min,Action,Unexpected events change everything.
385,movie,Silent Voices 333,,Actor 1918,,21-05-2017,1988.0,,99 min,Comedy,
386,tv show,Midnight Tales 1198,Dir. 141,"Actor 43, Actor 713",Australia,05/26/2017,2015.0,PG,45 min,Drama,Unexpected events change everything.
387,tv show,Urban Legends 328,Dir. 146,,,,1991.0,TV-14,89 min,Drama,Unexpected events change everything.
388,TV Show,Dark Crime 1729,,,France,2017-04-12,,TV-MA,46 min,Romance,Unexpected events change everything.
389,MOVIE,Silent Voices 978,,,Australia,28-05-2021,1984.0,PG-13,,Sci-Fi,A gripping sci-fi story full of twists.
390,movie,Ocean Secrets 842,,"Actor 347, Actor 1261",India,,2019.0,,6 Season,Sci-Fi,
391,movie,Secret Files 591,,Actor 347,Australia,"December 14, 2025",1988.0,PG,,Action,
392,TV Show,Dark Crime 1626,,"Actor 159, Actor 879",,23-02-2026,,TV-MA,2 Season,Thriller,
393,tv show,Broken Dreams 1526,Director 100,Actor 1789,,17-04-2017,1985.0,TV-MA,48 min,Documentary,
394,MOVIE,Lost City 187,Director 180,,Germany,,1999.0,,10 Seasons,Documentary,An emotional journey about life and relationships.
395,MOVIE,Broken Dreams 412,,,Germany,,,PG,65 min,Horror,Unexpected events change everything.
396,MOVIE,Broken Dreams 441,Director 260,"Actor 373, Actor 1460",Canada,2023-06-09,,NR,6 Season,Sci-Fi,
397,MOVIE,Midnight Tales 927,,Actor 696,UK,27-08-2024,2017.0,PG-13,,Drama,Unexpected events change everything.
398,movie,Dark Crime 1633,,Actor 1818,,2022-07-06,2007.0,PG-13,36 min,Sci-Fi,Unexpected events change everything.
399,MOVIE,Mystery House 631,Dir. 404,Actor 1155,UK,,,R,62 min,Horror,A gripping horror story full of twists.
400,MOVIE,Lost City 1772,Dir. 209,"Actor 56, Actor 1177",,03-07-2024,1987.0,PG,150 min,Documentary,
401,TV Show,Urban Legends 470,Dir. 109,,Australia,2021-02-28,2014.0,R,75 min,Romance,A gripping romance story full of twists.
402,MOVIE,Mystery House 425,Dir. 333,,United States,,,R,11 Seasons,Horror,An emotional journey about life and relationships.
403,MOVIE,Broken Dreams 1443,,Actor 576,,11/04/2022,1988.0,R,,Drama,A gripping drama story full of twists.
404,Movie,Lost City 360,Director 13,"Actor 172, Actor 1389",United States,03/02/2018,,,1 Seasons,Action,An emotional journey about life and relationships.
405,tv show,Last Kingdom 1796,Dir. 246,,,2023-05-21,2005.0,PG,12 Season,Thriller,A gripping thriller story full of twists.
406,tv show,Midnight Tales 1990,Director 399,,India,,2010.0,NR,46 min,Romance,A gripping romance story full of twists.
407,tv show,Lost City 1479,Director 191,"Actor 272, Actor 1089",Germany,"October 26, 2015",,TV-MA,2 Seasons,Sci-Fi,A gripping sci-fi story full of twists.
408,tv show,Urban Legends 1861,,,UK,22-09-2023,1988.0,PG,,Comedy,
409,tv show,Silent Voices 1936,Dir. 358,Actor 1026,India,,,TV-MA,30 min,Action,
410,tv show,Midnight Tales 1610,,Actor 1373,France,,1986.0,PG-13,98 min,Drama,
411,MOVIE,Love Story 1414,,"Actor 427, Actor 561",Germany,,2010.0,TV-MA,9 Seasons,Documentary,A gripping documentary story full of twists.
412,MOVIE,Silent Voices 1997,Dir. 483,,Canada,2018-12-18,,NR,,Drama,
413,tv show,Dark Crime 1241,Dir. 387,,Canada,2020-09-27,,PG,11 Seasons,Romance,
414,MOVIE,Last Kingdom 621,,Actor 1589,Canada,08/11/2015,2012.0,,4 Seasons,Sci-Fi,A gripping sci-fi story full of twists.
415,movie,Silent Voices 1809,Director 2,Actor 96,Australia,"April 16, 2018",1996.0,R,,Horror,
416,tv show,Hidden Truth 1985,Director 356,,,"January 26, 2024",,R,,Thriller,A gripping thriller story full of twists.
417,Movie,Last Kingdom 349,,Actor 1283,,18-04-2019,2007.0,R,46 min,Documentary,
418,movie,Love Story 509,Director 31,,,05/29/2021,,R,,Romance,A gripping romance story full of twists.
419,TV Show,Lost City 1054,,"Actor 162, Actor 716",United States,,,NR,12 Seasons,Romance,
420,tv show,Secret Files 1805,Director 40,,Canada,2021-12-29,,,4 Seasons,Drama,
421,movie,Love Story 865,,,,30-03-2016,1981.0,TV-14,197 min,Horror,A gripping horror story full of twists.
140,TV Show,Mystery House 1228,Director 158,,Germany,,2022.0,TV-14,,Romance,An emotional journey about life and relationships.
423,MOVIE,Silent Voices 191,,Actor 460,United States,03/02/2016,,PG,5 Seasons,Thriller,A gripping thriller story full of twists.
424,tv show,Silent Voices 824,,Actor 1539,India,2016-03-07,,PG,61 min,Documentary,
425,Movie,Ocean Secrets 1016,,"Actor 252, Actor 894",France,,2010.0,TV-14,6 Season,Sci-Fi,An emotional journey about life and relationships.
